NAME,MSINI,A,ECC,MSTAR,MASS
,mjupiter,au,,msun,mjupiter
Kepler-191 c,,0.133112,,,0.0136944
omega Ser b,1.70083,1.07698,0.106,2.17,1.70083
Kepler-111 b,,0.043745,,,0.0117926
Kepler-673 b,,0.0450964,0,0.88,0.165168
Kepler-965 b,,0.521537,0,1.05,0.0345375
Kepler-1295 b,,0.0464624,0,0.92,0.0115843
Kepler-968 c,,0.0570521,0,0.76,0.0125233
HD 34445 f,0.123778,1.54309,0.031,1.07,0.123778
HD 16175 b,4.65551,2.12634,0.637,1.29,4.65551
Kepler-235 b,,0.0437311,,,0.0167934
Kepler-1436 b,,0.0907946,0,1.06,0.00752338
HD 46375 b,0.227201,0.0399038,0.063,0.927,0.227201
Kepler-48 c,0.0456363,0.0851485,,0.88,0.045968
Kepler-114 b,,0.0586548,,,0.00656354
K2-32 b,,0.0807898,,0.87,0.0997116
Kepler-60 d,,0.105629,,1.11,0.0202381
Kepler-741 b,,0.0755268,0,1.16,0.0263549
Kepler-396 c,,0.368178,,0.85,
KELT-20 b,,0.0542009,,1.76,1
HIP 41378 c,,0.205364,,1.15,0.0208189
CoRoT-29 b,0.852133,0.0389589,0.082,0.97,0.85
Kepler-868 b,,0.0560993,0,0.93,0.0151938
Kepler-14 b,8.40643,0.0806879,0.0350051,1.512,8.40643
Kepler-234 c,,0.0730543,,,0.0375018
Kepler-1308 b,,0.0226485,0,0.35,0.000287933
Kepler-1302 b,,0.0795638,0,0.86,0.0101747
CoRoT-13 b,1.3102,0.051069,0,1.09,1.31099
HD 98219 b,2.12353,1.32398,0,1.62,2.12353
HD 12648 b,2.89937,0.543924,0.04,1.2,2.89937
HD 11964 b,0.608106,3.1288,0.041,1.08,0.608106
HAT-P-34 b,3.32973,0.0677467,0.441,1.392,3.334
Kepler-654 b,,0.113663,0,1.04,0.015383
Kepler-421 b,,1.43442,0.041,0.794,0.0592807
K2-9 b,,0.0914762,,0.3,0.0175432
Kepler-1241 b,,0.12941,0,0.84,0.0213319
MOA-2010-BLG-477L b,,,,0.67,1.5
Kepler-31 b,,0.158038,0,1.21,0.0606674
Kepler-85 c,,0.102591,,0.92,0.0162741
Kepler-1198 b,,0.0743912,0,0.93,0.0109866
Kepler-1139 b,,0.016702,0,0.94,0.0053608
Kepler-219 d,,0.258138,,,0.0237984
Kepler-1206 b,,0.0207092,0,0.8,0.0121546
mu Leo b,2.4,1.12966,0.09,1.5,2.4
HATS-29 b,0.655707,0.0547599,0,1.032,0.656399
Kepler-431 b,,0.0718902,,1.071,0.00120877
Kepler-1531 b,,0.0224212,0,1.16,0.00422224
Kepler-248 c,,0.125503,,,0.0541479
Kepler-481 b,,0.0915102,0,1.01,0.01966
HD 139357 b,10.0754,2.34618,0.1,1.35,10.0754
HD 1461 b,0.0240044,0.0635202,0.14,1.026,0.0240044
Kepler-1275 b,,0.0497719,0,1.23,0.0112658
Kepler-283 c,,0.400986,,,0.013404
HAT-P-30 b,0.706657,0.0419042,0.035,1.242,0.711088
Kepler-430 c,,0.4757,,1.166,0.0129028
Kepler-1360 b,,0.264915,0,1.51,0.0347934
Kepler-901 b,,0.0379647,0,0.59,0.00866602
Kepler-251 d,,0.189511,,,0.0232079
Kepler-234 b,,0.0380552,,,0.0425085
Kepler-37 b,0.00958399,0.102457,0,0.803,0.00958673
WASP-113 b,0.477542,0.0588578,0,1.318,0.478455
Kepler-392 c,,0.0933838,,,0.00409374
HD 8535 b,0.682196,2.4447,0.15,1.13,0.682196
Kepler-1619 b,,0.161123,0,1,0.00111394
HD 3167 d,,0.0777496,0,0.866,
Kepler-1473 b,,0.119364,0,1.09,0.0053608
HAT-P-28 b,0.627451,0.0433674,0.051,1.025,0.627833
Kepler-474 b,,0.0619532,0,0.99,0.0279233
Kepler-349 c,,0.103986,,,0.014454
HD 4203 b,2.08215,1.16537,0.519,1.13,2.08215
Kepler-553 c,,0.905726,0,0.92,0.862662
Kepler-331 d,,0.197812,,,0.0121773
HD 102956 b,0.951497,0.0810025,0.048,1.68,0.951497
WTS-2 b,1.11131,0.0185537,0,0.82,1.12
Kepler-362 c,,0.220686,,,0.010538
Kepler-1147 b,,0.0973596,0,1.09,0.0210409
Kepler-186 e,,0.121623,0.03,0.478,0.00672298
Kepler-321 c,,0.108723,,,0.0176845
Kepler-1083 b,,0.189272,0,0.81,0.0340314
Kepler-376 c,,0.114613,,,0.0131908
Kepler-1589 b,,0.0205657,0,1.18,0.00392895
Fomalhaut b,,113.443,0.12,1.92,0.5
GJ 176 b,0.0259969,0.0656822,0,0.49,0.0259969
Kepler-873 b,,0.155175,0,1.18,0.0440759
HD 23079 b,2.4433,1.59509,0.102,1.012,2.4433
HD 178911 B b,7.29127,0.344904,0.114,1.06421,7.29127
WASP-58 b,0.890462,0.0562022,0,0.94,0.891379
Kepler-506 b,,0.0750455,0,1.19,0.0227057
Kepler-1571 b,,0.0472783,0,1.23,0.0124263
Kepler-543 b,,0.100456,0,0.7,0.01966
Kepler-1535 b,,0.538652,0,1.08,0.0201979
Kepler-1030 b,,0.130853,0,0.8,0.019398
Kepler-244 c,,0.0894244,,,0.0151834
Kepler-245 e,,0.0396148,0,0.8,0.0129028
Kepler-1067 b,,0.0160522,0,0.95,0.00129651
Kepler-354 b,,0.0608066,,,0.0135483
Kepler-1203 b,,0.0118373,0,0.64,0.00364938
Kepler-278 b,,0.189627,,,0.0541479
HD 162020 b,15.2138,0.0756944,0.277,0.8,15.2138
Kepler-809 b,,0.284276,0,0.99,0.0271261
Kepler-1468 b,,0.0808904,0,1.04,0.0127496
Kepler-1368 b,,0.0154128,0,1.07,0.0122275
Kepler-183 b,,0.0623606,,,0.0152673
Kepler-1392 b,,0.114781,0,0.88,0.0144664
MOA-bin-1L b,,,,0.75,3.7
Kepler-1556 b,,0.0827454,0,0.97,0.0144664
Kepler-944 b,,0.22955,0,0.86,0.0213319
Kepler-1110 b,,0.0801106,0,0.73,0.021628
Kepler-210 c,,0.0781034,,,0.0403249
Kepler-437 b,,0.286604,0,0.707,0.0159616
Kepler-184 d,,0.184825,,,0.0195472
HD 168746 b,0.245103,0.0655505,0.107,0.916,0.245103
GJ 876 c,0.612168,0.129574,0.25591,0.32,0.612168
Kepler-1164 b,,0.0465276,0,0.85,0.00437411
Kepler-958 b,,0.0866604,0,0.91,0.015288
Kepler-450 d,,0.0829011,0,1.346,
Kepler-20 c,0.0494862,0.0930411,0,0.912,0.0495058
Kepler-712 c,,0.686927,0,0.84,0.0779976
Kepler-47 b,,0.267621,0,1.043,0.026473
Kepler-580 b,,0.069764,0,0.67,0.020474
Kepler-296 b,,0.0461525,,,0.00233796
Kepler-755 b,,0.021472,0,0.82,0.0129801
Kepler-402 b,,0.0495511,,,0.00587447
Kepler-260 b,,0.0795006,,,0.0148535
Kepler-255 c,,0.0905121,,,0.0266892
Kepler-750 b,,0.0915122,0,1.15,0.0281267
HD 215497 b,0.020855,0.0465952,0.16,0.872,0.020855
Kepler-1221 b,,0.0979318,0,0.87,0.0138656
Kepler-62 f,,0.717595,0.094434,0.69,0
Kepler-1160 b,,0.0759488,0,0.92,0.0159697
HATS-5 b,0.237646,0.0542014,0.019,0.936,0.237663
HD 154345 b,0.956901,4.21377,0.044,0.893,0.956901
Kepler-60 c,,0.0871504,,1.11,0.0192896
Kepler-1031 b,,0.0230742,0,1.09,0.0018073
Kepler-523 b,,0.0619218,0,0.93,0.0144664
BD -06 1339 b,0.0268039,0.0428543,0,0.7,0.0268039
Kepler-395 c,,0.209361,,,0.00769114
HD 217107 b,1.40112,0.0750282,0.126686,1.108,1.40112
Kepler-1550 b,,0.741774,0,1.07,0.0271261
Kepler-431 c,,0.0847193,,1.071,0.00075757
Kepler-1652 b,,0.163806,,0.404,0.00792721
mu Ara c,1.88907,5.34057,0.0985,1.147,1.88907
HD 7199 b,0.295018,1.36155,0.19,0.89,0.295018
Kepler-887 c,,0.0804377,0,1.19,0.00452953
Kepler-233 c,,0.301339,,,0.0223552
GJ 433 b,0.0181986,0.0580371,0.08,0.48,0.0181986
Kepler-1301 b,,0.080701,0,0.85,0.00940137
Kepler-1350 c,,0.0234342,0,0.55,0.0127496
HD 159243 b,1.13,0.110366,0.02,1.125,1.13
Kepler-327 d,,0.113517,,,0.0127755
HAT-P-31 b,2.16627,0.0611921,0.245,1.218,2.16904
Kepler-878 b,,0.159872,0,0.81,0.014205
OGLE-TR-113 b,1.25508,0.0228946,0,0.779,1.26
Kepler-356 c,,0.108876,,,0.0133325
Kepler-41 b,0.493327,0.0289537,0,0.94,0.493545
Kepler-798 b,,0.118853,0,1.19,0.0183949
Kepler-825 b,,0.047906,0,1.03,0.0124263
Kepler-473 b,,0.118968,0,1.06,0.0545024
Kepler-270 b,,0.0995717,,,0.0148535
HD 285507 b,0.917,0.0588842,0.086,0.734,0.917
Kepler-1307 b,,0.137136,0,1.06,0.0192688
Kepler-1573 b,,0.0372774,0,1.01,0.00553813
HD 40307 d,0.028076,0.132422,0,0.74,0.028076
Kepler-590 b,,0.0656127,0,1.1,0.0525568
Kepler-1220 b,,0.0744983,0,1,0.0124263
Kepler-849 b,,1.12814,0,1.23,0.149499
HD 290327 b,2.54762,3.43052,0.08,0.9,2.54762
Kepler-438 b,,0.171702,0,0.544,0.00436191
Kepler-1315 b,,0.0162176,0,0.8,0.00890695
GJ 876 e,0.039229,0.333345,0.055,0.32,0.039229
Kepler-1413 b,,0.103048,0,0.84,0.0133743
Kepler-1604 b,,0.0141581,0,0.81,0.00965491
Kepler-1471 b,,0.0455165,0,0.95,0.00965491
Kepler-1445 b,,0.0983673,0,1.13,0.00255759
Kepler-1020 b,,0.394192,0,0.87,0.0172355
Kepler-572 b,,0.122576,0,0.83,0.0206139
Kepler-1598 b,,0.0532751,0,1.07,0.00245309
Kepler-1187 b,,0.141438,0,1.06,0.0210409
Kepler-949 b,,0.0795658,0,0.89,0.0254263
HD 169830 c,4.06407,3.60184,0.33,1.407,4.06407
Kepler-608 b,,0.06755,0,1,0.0409391
EPIC 211822797 b,,0.127016,0,0.61,0.0165326
GJ 3998 b,0.00780644,0.0297443,0,0.5,0.00780644
47 UMa c,0.545774,3.57197,0.098,1.063,0.545774
Kepler-85 b,,0.0780663,,0.92,0.0145548
Kepler-880 b,,0.0866835,0,1.46,0.021628
HD 133131 A b,1.42058,1.44284,0.33,0.95,1.42058
Kepler-1343 b,,0.0430893,0,0.95,0.014205
Kepler-575 b,,0.0861587,0,0.97,0.0183949
Kepler-313 c,,0.198382,,,0.0205131
Kepler-199 b,,0.161192,,,0.0288426
Kepler-172 b,,0.0401669,,,0.0179955
Kepler-223 d,,0.117913,,,0.0265182
Kepler-431 d,,0.104497,,1.071,0.00452953
Kepler-917 b,,0.0375418,0,0.8,0.014034
Kepler-1072 b,,0.028082,0,1.2,0.0117956
Kepler-360 b,,0.0432887,,,0.0122424
Kepler-1212 b,,0.111358,0,1.1,0.0159697
Kepler-246 b,,0.0541452,,,0.0178911
Kepler-347 b,,0.10708,,,0.0145328
HD 63765 b,0.643827,0.94038,0.24,0.865,0.643827
HD 233604 b,6.62362,0.746644,0.05,1.5,6.62362
Kepler-217 c,,0.0820605,,,0.0136211
HD 85390 b,0.131884,1.52377,0.41,0.76,0.131884
Kepler-1590 b,,0.0784501,0,1.11,0.00468851
Kepler-1498 b,,0.245986,0,0.86,0.00796813
Kepler-401 c,,0.256031,,,0.0160511
Kepler-299 c,,0.0708347,,,0.0215411
Kepler-1176 b,,0.164164,0,1.01,0.0191406
HAT-P-57 b,,0.0406092,0,1.47,1
Kepler-525 b,,0.135465,0,0.95,0.0213319
Kepler-112 b,,0.080928,,,0.0181008
Kepler-1326 b,,0.269138,0,1.45,0.0573636
Kepler-748 b,,0.076064,0,1.07,0.0199266
Kepler-155 c,,0.27496,,,0.0168894
Kepler-271 c,,0.0743912,,,0.00291583
Kepler-961 b,,0.127028,0,0.96,0.0201979
Kepler-241 c,,0.213635,,,0.0205131
Kepler-492 b,,0.0989169,0,0.94,0.643816
WASP-77 A b,1.75912,0.0240531,0,1.002,1.75921
Kepler-164 c,,0.0964797,,,0.022635
HD 219077 b,10.4511,6.21822,0.77,1.05,10.4511
Kepler-371 b,,0.208459,,,0.0139171
Kepler-548 b,,0.0517147,0,0.93,1
55 Cnc e,0.0261924,0.0154393,0,0.905,0.0263672
HIP 57274 d,0.528573,1.00678,0.27,0.73,0.528573
Kepler-1254 d,,0.0576676,0,0.78,0.00752338
HD 221287 b,3.11535,1.25015,0.08,1.25,3.11535
KOI-13 b,,0.0342279,0,1.72,6.515
Kepler-1017 b,,0.0714529,0,0.93,0.0147338
Kepler-1100 b,,0.0720524,0,1.21,0.0129028
Kepler-1050 b,,0.124555,0,1.09,0.0119381
Kepler-1460 b,,0.167635,0,0.7,0.0144664
Kepler-1310 b,,0.0146558,0,0.91,0.0101747
HD 192699 b,2.29191,1.12292,0.129,1.58,2.29191
Kepler-178 d,,0.412251,,,0.0500833
Kepler-1371 c,,0.0297109,0,0.87,0.000601957
Kepler-1090 b,,0.633688,0,0.86,0.0170154
Kepler-312 b,,0.0286627,,,0.00711292
Kepler-164 b,,0.0574921,,,0.00960182
Kepler-1557 b,,0.0488263,0,1.11,0.0124263
Kepler-341 b,,0.0587074,,,0.00523423
Kepler-311 c,,0.142937,,,0.0100631
Kepler-1509 b,,0.169257,0,1,0.0136174
TRAPPIST-1 h,,0.0617089,0,0.089,0.00104144
Kepler-449 b,,0.104767,0,0.969,
HD 181342 b,3.14944,1.777,0.177,1.7,3.14944
WASP-8 b,2.13728,0.080153,0.31,1.03,2.13797
HD 131496 b,2.24115,2.1121,0.163,1.61,2.24115
Kepler-154 c,,0.307572,,,0.0260126
Kepler-334 c,,0.106855,,,0.0100631
Kepler-911 b,,0.160616,0,1.34,0.0208973
Kepler-372 c,,0.144457,,,0.0155228
Kepler-127 b,,0.11603,,,0.00937625
HD 44219 b,0.589265,1.18713,0.61,1,0.589265
75 Cet b,2.7597,1.97678,0.117,2.15,2.7597
Kepler-27 b,,0.10464,0,0.65,0.051622
Kepler-210 b,,0.0355986,,,0.0258466
Kepler-40 b,2.17681,0.0806644,0,1.48,2.17684
Kepler-171 c,,0.0994986,,,0.020389
KPS-1 b,1.08174,0.0269311,0,0.894,1.08958
Kepler-298 c,,0.157953,,,0.0142208
Kepler-331 c,,0.130814,,,0.0135483
Kepler-1538 b,,0.618691,0,1.03,0.0240196
Kepler-576 b,,0.18795,0,0.99,0.0320836
Kepler-479 b,,0.100206,0,0.86,0.0157709
Kepler-915 b,,0.0576393,0,1.21,0.0118373
HD 220074 b,11.1883,1.60044,0.14,1.2,11.1883
Kepler-133 b,,0.0791285,,,0.0129814
Kepler-1185 b,,0.427921,0,0.96,0.00796813
Kepler-788 b,,0.0849622,0,1.16,0.0201979
WASP-89 b,5.82159,0.0427555,0.193,0.92,5.82191
HAT-P-39 b,0.598375,0.0509456,0,1.404,0.599196
WASP-26 b,1.00876,0.0399686,0,1.12,1.01746
Kepler-751 b,,0.125668,0,0.87,0.0191406
WASP-71 b,2.24554,0.0463361,0,1.572,2.242
HIP 2247 b,5.12319,1.33884,0.54,0.74,5.12319
GJ 876 d,0.0184193,0.0208066,0.207,0.32,0.0184193
Kepler-312 c,,0.142982,,,0.0296032
OGLE-TR-56 b,1.35447,0.0238308,0,1.228,1.39
Kepler-697 b,,0.0456151,0,0.92,0.0557908
Kepler-826 b,,0.0541184,0,1.05,0.00648186
Kepler-235 c,,0.0771364,,,0.00692663
Kepler-1591 b,,0.0820512,0,1.1,0.00668223
Kepler-146 c,,0.353393,,,0.0292202
Kepler-1633 b,,0.678637,0,1.2,0.0117956
Kepler-903 b,,0.0923273,0,0.98,0.0148244
Kepler-372 d,,0.189342,,,0.0125062
Kepler-156 b,,0.0570224,,,0.0174811
HD 38529 b,0.803263,0.1272,0.243663,1.34,0.803263
Proxima b,0.00369455,0.0482823,0,0.12,0.00369455
Kepler-393 c,,0.11698,,,0.00789025
Kepler-136 c,,0.126325,,,0.014692
Kepler-1353 b,,0.151698,0,0.76,0.0132944
Kepler-436 b,,0.281824,0,0.729,0.0226353
Kepler-1595 b,,0.0508063,0,0.84,0.00609283
Kepler-1593 b,,0.569703,0,0.81,0.0300338
WASP-82 b,1.24683,0.0448251,0,1.64,1.25
Kepler-1219 b,,0.134445,0,1.25,0.0157709
Kepler-737 b,,0.146229,0,0.51,0.0144664
Kepler-948 b,,0.0757275,0,0.96,0.0136174
Kepler-1021 b,,0.106598,0,0.89,0.0178026
Kepler-866 b,,0.0337676,0,0.75,0.0120821
BD +20 2457 c,6.90191,1.45701,0.18,1.06,6.90191
Kepler-497 b,,0.0470747,0,1.09,0.122459
Kepler-1344 b,,0.0570591,0,1.09,0.0135358
Kepler-1388 d,,0.127527,0,0.63,0.024536
Kepler-144 b,,0.0637947,,,0.00789025
HD 22781 b,13.8403,1.16847,0.8191,0.75,13.8403
Kepler-1253 b,,0.325551,0,0.97,0.00796813
Kepler-208 d,,0.09757,,,0.00554835
Kepler-286 e,,0.185669,,,0.0130508
Kepler-351 b,,0.217522,,,0.0279223
HD 120084 b,4.4772,4.26892,0.66,2.39,4.4772
HD 95127 b,5.0362,1.2802,0.11,1.2,5.0362
MOA-2009-BLG-266L b,,,,0.56,0.0327
Kepler-755 c,,0.036849,0,0.82,0.00648186
Kepler-1578 b,,0.0242164,0,0.9,0.00338324
Kepler-89 d,0.302867,0.173437,0.022,1.277,0.163924
Kepler-387 b,,0.0701869,,,0.00324127
HD 20868 b,2.00901,0.947319,0.75,0.78,2.00901
Kepler-854 b,,0.0342955,0,1.17,1
HIP 107773 b,1.97931,0.723051,0.09,2.42,1.97931
HAT-P-9 b,0.775153,0.0528645,0,1.28,0.776601
Kepler-410 A b,,0.142508,0.17,1.214,
Kepler-33 e,,0.213825,0,1.291,0.0525296
Kepler-1527 b,,0.614964,0,1.21,0.0754224
Kepler-1093 b,,0.174668,0,1.13,0.0143786
Kepler-1024 b,,0.299193,0,0.81,0.048854
Kepler-1271 b,,0.0426422,0,1.13,0.0112658
Kepler-216 c,,0.131447,,,0.0275635
Kepler-365 c,,0.13334,,,0.0121773
HD 215152 c,0.0054082,0.0673941,0,0.77,0.0054082
Kepler-1488 b,,0.231951,0,1.05,0.0136995
Kepler-19 b,,0.0845828,0,0.936,0.0165942
Kepler-130 b,,0.0812393,,,0.00313003
Kepler-160 c,,0.112047,,,0.0400599
Kepler-598 b,,0.0447079,0,0.87,0.0118373
K2-136 d,,0.15366,0.14,0.74,0.0112689
Kepler-207 c,,0.0413536,,,0.0117855
Kepler-284 b,,0.106526,,,0.0168894
K2-141 b,0.0164862,0.0073058,0,0.662,0.0164862
Kepler-326 b,,0.0335877,,,0.0123086
Kepler-1391 b,,0.283792,0,1.03,0.0124487
Kepler-1516 b,,0.0743387,0,1.04,0.0129028
Kepler-969 b,,0.200444,0,0.92,0.015383
HD 107148 b,0.212171,0.270013,0.05,1.137,0.212171
HD 1666 b,6.47072,0.937147,0.63,1.5,6.47072
Kepler-200 c,,0.0921796,,,0.011856
Kepler-95 b,,0.102439,0,1.08,0.0409024
Kepler-1444 b,,0.205066,0,1.03,0.0162741
Kepler-280 c,,0.0557436,,,0.0148535
KIC 11442793 e,,0.423643,,1.2,0.021628
Kepler-829 b,,0.0703422,0,0.98,0.0156727
Kepler-249 d,,0.120974,,,0.0117295
Kepler-812 b,,0.103618,0,1.45,0.0385876
HD 95872 b,4.59415,5.15426,0.06,0.95,4.59415
Kepler-1242 b,,0.102343,0,0.77,0.017125
51 Peg b,0.461143,0.0521068,0.013,1.054,0.461143
WASP-60 b,0.511799,0.0531121,0,1.078,0.512143
Kepler-904 b,,0.0429791,0,1.16,0.0130579
Kepler-1113 b,,0.246742,0,1.12,0.0238504
Kepler-99 b,0.0203553,0.0500668,0,0.79,0.01935
Kepler-1394 b,,0.0575502,0,1.64,0.00915206
Kepler-752 b,,0.132223,0,0.87,0.0238504
Kepler-125 c,,0.0629914,,,0.00100422
HD 5319 c,1.15,2.0717,0.15,1.51,1.15
Kepler-996 b,,0.0487927,0,1.09,0.014644
Kepler-588 b,,0.0512901,0,1.01,0.0213319
Kepler-1454 b,,0.246197,0,0.9,0.0138656
Kepler-319 c,,0.0712147,,,0.0212781
Kepler-1143 c,,0.645826,0,0.81,0.0397462
Kepler-153 b,,0.138715,,,0.0255184
Kepler-1642 c,,0.0663298,0,0.88,0.021628
Kepler-1336 b,,0.15594,0,0.94,0.014644
55 Cnc f,0.172877,0.773567,0.32,0.905,0.172877
GJ 628 b,0.00608135,0.0374757,0.153026,0.294,0.00608135
K2-8 c,,0.0533524,,0.79,0.0192918
Kepler-539 b,,0.498966,0,1.05,0.241296
Kepler-929 b,,0.0185879,0,1.01,0.00422224
Kepler-238 d,,0.109494,,,0.0281036
HAT-P-54 b,0.760605,0.0411908,0,0.645,0.76
HIP 67851 b,1.41789,0.458562,0.09,1.63,1.41789
Kepler-845 b,,0.0172109,0,0.79,0.0151003
Kepler-1245 c,,0.0381652,0,0.86,0.0101747
Kepler-153 c,,0.254528,,,0.0200225
HD 212301 b,0.39615,0.034116,0,1.05,0.39615
Kepler-574 b,,0.0747518,0,0.95,0.0183949
Kepler-865 b,,0.11183,0,0.93,0.0195285
Kepler-295 c,,0.151444,,,0.00508144
GJ 504 b,,,,1.22,4
HAT-P-15 b,1.9513,0.0964692,0.19,1.013,1.95154
Kepler-24 e,,0.139343,,,0.0233538
HD 209458 b,0.68851,0.047235,0,1.131,0.689646
HATS-28 b,0.668601,0.0413137,0,0.929,0.670098
Kepler-729 b,,0.0413386,0,0.94,0.0391627
HD 102272 b,4.10898,0.512595,0.05,1.1,4.10898
K2-3 d,,0.207594,,0.601,0.0116544
HD 181433 b,0.0237331,0.0800943,0.396,0.78,0.0237331
Kepler-898 b,,0.0551696,0,0.65,0.0115494
HD 187123 b,0.510056,0.042091,0.0102736,1.037,0.510056
Kepler-1481 b,,0.0596031,0,0.8,0.00609283
HD 108147 b,0.257999,0.101407,0.53,1.171,0.257999
Kepler-82 c,,0.256743,,0.85,0.095206
Kepler-1143 b,,0.0370047,0,0.81,0.0123746
Kepler-1617 b,,0.18671,0,1.15,0.00553813
WASP-61 b,2.05477,0.0514489,0,1.22,2.05491
Kepler-58 b,,0.0905953,,0.95,0.0233176
eta Cet b,2.5485,1.28444,0.155,1.7,2.5485
Kepler-606 b,,0.17109,0,1.13,0.0327999
Kepler-686 b,,0.0261684,0,0.94,1
Kepler-487 b,,0.117181,0,0.91,1
Kepler-957 b,,0.0596165,0,0.81,0.101052
Kepler-1099 b,,0.0328963,0,1.01,0.0240196
WASP-124 b,0.594591,0.0450255,0,1.07,0.595833
Kepler-379 b,,0.144671,,,0.0123078
Kepler-376 b,,0.0566146,,,0.00371234
Kepler-166 d,,0,0,0,0.0127496
HD 215497 c,0.327524,1.28243,0.49,0.872,0.327524
Kepler-1345 b,,0.270063,0,1.32,0.0181548
Kepler-1325 b,,0.20001,0,0.93,0.024536
Qatar-3 b,4.30505,0.0378387,0,1.145,4.31177
Kepler-1624 b,,0.0343627,0,0.5,0.108832
Kepler-1086 c,,0.515367,0,0.7,0.0257931
Kepler-662 b,,0.140653,0,0.79,0.0162741
Kepler-225 b,,0.0698236,,,0.00554835
CoRoT-17 b,2.45898,0.0480499,0,1.04,2.46001
xi Aql b,1.77912,0.53813,0,1.11,1.77912
KELT-16 b,2.72909,0.0204134,0,1.206,2.74218
Kepler-444 d,,0.0601536,0.18,0.758,0.000340205
Kepler-1058 b,,0.406917,0,0.73,0.0225477
Kepler-892 b,,0.102064,0,0.75,0.0238504
Kepler-444 e,,0.0698427,0.1,0.758,0.000377818
HD 33564 b,9.12785,1.1241,0.34,1.25,9.12785
Kepler-1243 b,,0.126801,0,0.96,0.0129028
K2-39 b,0.167379,0.0574384,0.152,1.192,0.167379
Kepler-635 b,,0.176326,0,1.33,0.0214793
Kepler-890 b,,0.283321,0,1.09,0.294675
HD 40979 b,4.02224,0.846038,0.252,1.154,4.02224
Kepler-959 b,,0.137986,0,1.6,0.0632121
GJ 581 c,0.0167756,0.0729238,0.07,0.31,0.0167756
Kepler-945 b,,0.191192,0,0.97,0.0213319
Kepler-1303 b,,0.0756444,0,1.01,0.00991268
HD 10180 c,0.0415054,0.0641175,0.077,1.06,0.0415054
WASP-31 b,0.477154,0.0466223,0,1.165,0.479329
Kepler-1496 b,,0.33316,0,1.18,0.0166923
bet UMi b,6.1,1.4219,0.19,1.4,6.1
HD 134987 c,0.804926,5.82513,0.12,1.054,0.804926
Kepler-1118 b,,0.220779,0,0.96,0.0227057
Kepler-1286 b,,0.098283,0,1,0.0160703
Kepler-102 d,0.0126441,0.0860714,0,0.8,0.00574989
Kepler-164 d,,0.184674,,,0.0190864
HD 40307 b,0.0129071,0.0468927,0,0.74,0.0129071
WASP-101 b,0.494408,0.0505526,0,1.34,0.5
Kepler-1395 b,,0.050083,0,1.17,0.00129651
BD -11 4672 b,0.537715,2.28335,0.05,0.571,0.537715
Kepler-199 c,,0.323142,,,0.0316029
Kepler-344 b,,0.15349,,,0.0210192
Kepler-132 b,,0.0658943,,,0.0057099
iota Dra b,9.31534,1.31029,0.7124,1.14,9.31534
HD 108874 b,1.2902,1.03527,0.1276,0.95,1.2902
Kepler-250 d,,0.132661,,,0.0163243
Kepler-256 d,,0.0634611,,,0.0194307
Kepler-187 b,,0.0567577,,,0.00960182
HD 4732 b,2.37727,1.19218,0.13,1.74,2.37727
Kepler-991 b,,0.31971,0,0.64,0.0201979
Kepler-374 d,,0.0574402,,,0.00749504
Kepler-563 b,,0.143439,0,0.8,0.0285386
Kepler-1119 b,,0.0832447,0,1.11,0.0141192
Kepler-383 c,,0.193962,,,0.00621274
HD 23596 b,7.74272,2.77219,0.266,1.159,7.74272
Kepler-1630 b,,1.08768,0,0.66,0.0163773
Kepler-295 b,,0.106224,,,0.00587447
Kepler-171 d,,0.227355,,,0.0139171
HD 25171 b,0.956204,3.03064,0.08,1.09,0.956204
HD 83443 b,0.395855,0.0404623,0.013,0.991,0.395855
Kepler-304 e,,0.0237976,0,0.8,0.00553813
Kepler-287 b,,0.145838,,,0.0177874
Kepler-1065 b,,0.0451092,0,0.94,0.0434306
WASP-36 b,2.25537,0.0262601,0,1.02,2.26929
Kepler-1358 b,,0.0674338,0,0.82,0.00437411
Kepler-213 c,,0.0558662,,,0.0178911
Kepler-268 b,,0.17147,,,0.0202659
Kepler-532 b,,0.102896,0,0.87,0.020474
K2-17 b,,0.119778,,0.71,0.0163828
Kepler-430 b,,0.224449,,1.166,0.0330424
HD 43691 b,2.49717,0.241901,0.14,1.38,2.49717
Kepler-204 b,,0.115842,,,0.0200225
Kepler-149 c,,0.284166,,,0.0119837
HD 165155 b,2.80946,1.13113,0.2,1.02,2.80946
Kepler-1371 b,,0.0426259,0,0.87,0.000951027
30 Ari B b,9.87792,0.99475,0.289,1.16,9.87792
Kepler-1120 b,,0.0370474,0,0.78,0.00890695
Kepler-1597 b,,0.0433296,0,1.25,0.00364938
HAT-P-6 b,1.05632,0.0523738,0,1.29,1.05957
Kepler-35 b,,0.48628,0.042,0.8877,0.127011
Kepler-1581 b,,0.0692091,0,1.12,0.00129651
Kepler-397 b,,0.154824,,,0.0192003
Kepler-129 c,,0.369989,,,0.0202659
Kepler-398 c,,0.0992436,,,0.00302153
Kepler-551 b,,0.0907073,0,0.65,0.0227057
Kepler-850 b,,0.0743561,0,1.06,0.0131362
Kepler-211 b,,0.0504476,,,0.00656354
Kepler-242 b,,0.0796077,,,0.0210192
Kepler-138 b,,0.074609,,0.521,0.00021
HIP 8541 b,5.48299,2.77823,0.16,1.17,5.48299
Kepler-389 b,,0.0428881,,,0.0120453
