NAME,MSINI,A,ECC,MSTAR,MASS
,mjupiter,au,,msun,mjupiter
HD 141399 b,0.450523,0.415174,0.04,1.07,0.450523
HIP 74890 b,2.43024,2.06698,0.07,1.74,2.43024
Kepler-267 d,,0.182449,,,0.0171819
HD 181720 b,0.37199,1.84741,0.26,0.92,0.37199
55 Cnc c,0.164558,0.237305,0.07,0.905,0.164558
Kepler-1125 b,,0.130519,0,0.95,0.0135358
Kepler-995 b,,0.170669,0,0.83,0.0222358
HD 156411 b,0.732711,1.87545,0.22,1.24,0.732711
Kepler-1196 b,,0.318069,0,0.98,0.0167991
HATS-3 b,1.07114,0.0485119,0,1.209,1.0735
Kepler-101 b,,0.0450089,,,0.115399
Kepler-536 b,,0.0284473,0,0.92,0.028747
Kepler-680 b,,0.0479468,0,1.08,0.0187628
91 Aqr b,3.07016,0.688457,0.027,1.32,3.07016
Kepler-362 b,,0.0928099,,,0.0018494
Kepler-301 b,,0.0361317,,,0.00829825
Kepler-1126 b,,0.433249,0,0.92,0.0127496
Kepler-860 b,,0.0587592,0,1.04,0.0313841
Kepler-403 b,,0.0718296,,,0.00638668
Kepler-676 b,,0.0801169,0,0.51,0.0275214
Kepler-1596 b,,0.315387,0,0.95,0.014034
Kepler-404 c,,0.117713,,,0.0127076
Kepler-279 b,,0.104337,,,0.0403249
HD 27894 b,0.617925,0.122117,0.049,0.75,0.617925
Kepler-1256 b,,0.110556,0,1.17,0.0115494
HD 156279 b,9.7848,0.494507,0.708,0.93,9.7848
Kepler-411 c,,0.07255,0,0.83,0.0320836
Kepler-207 d,,0.0636703,,,0.032872
Kepler-502 b,,0.0541085,0,1.15,0.0754224
Kepler-297 c,,0.347807,,,0.117213
Kepler-436 c,,0.115577,0,0.73,0.0178026
Kepler-345 b,,0.0744222,,,0.00100422
K2-110 b,0.0529276,0.102068,0.079,0.738,0.052931
HATS-30 b,0.704661,0.0435518,0,1.093,0.705734
Kepler-1449 b,,0.112305,0,1.08,0.0124487
61 Vir d,0.0715929,0.474527,0.35,0.942,0.0715929
Kepler-141 c,,0.0716875,,,0.00960182
Kepler-1399 b,,0.026927,0,0.97,0.00648186
HD 179079 b,0.0837774,0.119635,0.115,1.09,0.0837774
Kepler-504 b,,0.060873,0,0.33,0.0118667
Kepler-220 d,,0.180985,,,0.00271267
OGLE-05-390L b,,2.72349,,0.22,0.0173
WASP-4 b,1.22306,0.0230406,0,0.91,1.22311
Kepler-432 c,2.36402,1.17816,0.498,1.32,2.36402
Kepler-141 b,,0.041677,,,0.000786457
Kepler-1641 b,,0.148109,0,1.12,0.028747
HAT-P-67 b,,0.0657911,0,1.642,1
Kepler-1026 b,,0.199129,0,0.79,0.0165864
HD 4113 b,1.64829,1.27266,0.903,0.99,1.64829
Kepler-488 b,,0.0427479,0,1.07,1
Kepler-999 b,,0.070282,,1.29,0.019544
HD 330075 b,0.623724,0.0392074,0,0.7,0.623724
Kepler-1029 b,,0.0493183,0,0.82,0.00648186
Kepler-754 b,,0.11898,0,1.06,0.0148244
Kepler-524 c,,0.0307775,0,1.09,0.00255759
Kepler-256 e,,0.0949212,,,0.0179955
HD 104985 b,4.9174,0.678014,0.09,1.04,4.9174
HATS-10 b,0.524155,0.0449161,0,1.101,0.526
Kepler-189 b,,0.0932453,,,0.0057099
Ross 128 b,0.004436,0.0496746,0.116,0.168,0.004436
K2-138 e,,0.0780677,0,0.93,0.0337611
Kepler-691 b,,0.0639541,0,0.53,0.0154788
Kepler-101 c,,0.0648349,,,0.00789025
Kepler-653 c,,0.0183692,0,1.02,0.00123338
Kepler-1537 b,,0.0233115,0,0.81,0.00518721
Kepler-750 c,,0.0524304,0,1.15,0.0120821
HD 87883 b,1.75571,3.57648,0.53,0.803,1.75571
Kepler-520 c,,0.0607231,0,1.1,0.00364938
WASP-135 b,1.88193,0.0243585,0,0.98,1.90043
Kepler-81 c,,0.0885967,,0.64,0.0181548
Kepler-156 c,,0.123783,,,0.0202659
Kepler-127 d,,0.260742,,,0.0214091
Kepler-657 b,,0.165833,0,1.01,0.0377408
Kepler-1311 b,,0.0994127,0,1.05,0.00628541
HD 219134 f,0.0229933,0.146332,0.148,0.81,0.0229933
Kepler-449 c,,0.201945,0,0.969,
HD 10180 g,0.0673813,1.42271,0,1.06,0.0673813
Kepler-1092 b,,0.294279,0,0.99,0.015383
Kepler-1214 b,,0.131197,0,0.85,0.0181548
Kepler-275 c,,0.124722,,,0.0344212
Kepler-482 b,,0.261363,0,0.75,0.0181548
Kepler-1495 b,,0.382908,0,1.03,0.0257931
Kepler-201 c,,0.557119,,,0.0244074
K2-30 b,0.577897,0.0484016,0,0.9,0.578733
WASP-94 B b,0.619839,0.0334746,0,1.24,0.619839
Kepler-208 c,,0.0747634,,,0.00915403
Kepler-722 c,,0.440295,0,1.03,0.0240196
Kepler-1174 b,,0.0718111,0,1.04,0.0118667
Kepler-274 b,,0.100488,,,0.0115417
Kepler-581 b,,0.23121,0,1,0.0213319
Kepler-693 b,,0.110433,0,0.76,0.503122
Kepler-1102 b,,0.266647,0,0.96,0.021628
GJ 9827 c,0.00760583,0.0394192,,0.614,0.00761024
Kepler-769 c,,0.131614,0,1.19,0.0132151
Kepler-652 b,,0.0502867,0,0.97,0.0195285
Kepler-420 b,,0.381935,0.772,0.99,1.45
HD 66428 b,2.74962,3.14259,0.465,1.061,2.74962
HD 52265 b,1.07139,0.499878,0.325,1.17,1.07139
HATS-14 b,1.06798,0.0381546,,0.967,1.0682
Kepler-75 b,9.98356,0.0807413,0.569,0.88,9.98479
Kepler-326 c,,0.0539767,,,0.00937625
Kepler-554 b,,0.0293274,0,0.93,0.0605767
Kepler-1649 b,,0.0498583,0,0.219,0.00408697
HAT-P-43 b,0.665286,0.044362,0,1.048,0.665457
Kepler-1294 b,,0.463098,0,0.99,0.0304768
HD 147873 c,2.24603,1.35778,0.23,1.38,2.24603
Kepler-249 c,,0.0723886,,,0.0120453
Kepler-1282 b,,0.0315297,0,0.92,0.0115843
Kepler-740 b,,0.0444161,0,0.91,0.0690043
Kepler-79 c,,0.183622,0.03,1.1,0.0186
HD 16417 b,0.0669595,0.135435,0.2,1.115,0.0669595
Kepler-251 c,,0.126914,,,0.0232079
Kepler-15 b,0.66177,0.0571382,0.133933,1.018,0.662431
HD 205739 b,1.48708,0.894939,0.27,1.22,1.48708
Kepler-851 b,,0.078449,0,0.89,0.0124487
Kepler-1342 b,,0.032467,0,0.93,0.0123008
Kepler-302 b,,0.189725,,,0.0537981
Kepler-781 b,,0.101967,0,0.81,0.0250657
Kepler-317 b,,0.0611582,,,0.0155228
Kepler-152 c,,0.387942,,,0.0184218
Kepler-343 b,,0.0844802,,,0.0186399
Kepler-1161 b,,0.0797661,0,0.59,0.0158698
CoRoT-16 b,0.535943,0.0617874,0.33,1.098,0.537982
HD 216770 b,0.646927,0.455837,0.37,0.9,0.646927
HD 136418 b,1.9935,1.29111,0.255,1.33,1.9935
Kepler-907 b,,0.126784,0,1.08,0.00553813
Kepler-1402 b,,0.0303322,0,0.9,0.00111394
Kepler-59 b,,0.103167,,1.04,0.00441201
Kepler-98 b,0.010276,0.0260305,0,0.99,0.0111695
Kepler-192 b,,0.090395,,,0.0227766
beta Pic b,,9.04,0.06,1.75,11
Kepler-1259 b,,0.013815,0,0.8,0.0101747
Kepler-202 c,,0.125725,,,0.0136211
gamma Lib c,4.58986,2.17458,0.057,1.47,4.58986
Kepler-1142 b,,0.134547,0,0.97,0.0109866
GJ 163 d,0.0926098,1.03037,0.373,0.4,0.0926098
Kepler-339 c,,0.0715337,,,0.00478497
HD 215152 e,0.00905232,0.15417,0,0.77,0.00905232
HD 188015 b,1.46957,1.19018,0.137,1.056,1.46957
WASP-59 b,0.859026,0.0696866,0.1,0.719,0.859095
WASP-54 b,0.630293,0.049881,0.067,1.213,0.63273
Kepler-1542 b,,0.0479144,0,0.94,0.00111394
HAT-P-8 b,1.29241,0.0449613,0,1.28,1.29336
Kepler-446 b,,0.0159282,0,0.22,0.0115145
Kepler-1533 b,,0.977788,0,1.31,0.0363708
WASP-15 b,0.541448,0.0499436,0,1.18,0.542797
Kepler-425 b,0.248704,0.0464979,0,0.93,1
HD 10180 d,0.0376549,0.128581,0.143,1.06,0.0376549
Kepler-767 b,,0.572614,0,0.96,0.121945
HD 9446 c,1.81548,0.65375,0.06,1,1.81548
Kepler-445 b,,0.022904,0,0.18,0.0120099
XO-4 b,1.60219,0.05524,0,1.32,1.60254
WASP-48 b,0.969551,0.034488,0,1.19,0.984236
Kepler-566 b,,0.128317,0,0.83,0.0160703
HD 37124 b,0.674371,0.533637,0.054,0.85,0.674371
Kepler-89 b,0.0287326,0.0511881,0.25,1.277,0.0287348
WASP-32 b,3.441,0.0390315,0,1.07,3.45362
Kepler-265 b,,0.0705628,,,0.0136944
OGLE-TR-211 b,0.753425,0.0512842,0,1.33,0.757277
gamma Cep b,1.51728,1.9793,0.12,1.26,1.51728
Kepler-325 b,,0.0536941,,,0.0253561
Kepler-11 g,,0.465624,0,0.961,0.0332233
Kepler-409 b,,0.320082,,0.92,0.00576565
Kepler-256 b,,0.0270005,,,0.011856
Kepler-1182 b,,0.0991034,0,1.04,0.0186391
Kepler-617 b,,0.0221208,0,0.51,0.00774372
Kepler-1035 b,,0.0378236,0,0.98,0.00501732
HD 1605 c,3.50295,3.52689,0.098,1.31,3.50295
GJ 86 b,4.00104,0.114217,0.0416,0.796,4.00104
Kepler-470 b,,0.185532,0,1.4,1
Kepler-1637 b,,0.0658388,0,1.02,0.00189081
Kepler-1346 b,,0.0462418,0,1.14,0.0117956
HR 8799 e,,14.5253,0,1.516,7
HD 8574 b,1.80603,0.757141,0.297,1.122,1.80603
Kepler-269 c,,0.079115,,,0.0125062
MOA-2007-BLG-192L b,,,,0.084,0.01
Kepler-250 b,,0.0505253,,,0.00450004
HD 82886 b,1.30477,1.58126,0.066,1.06,1.30477
HD 179949 b,0.902075,0.0439208,0.022,1.181,0.902075
Kepler-1167 b,,0.0181392,0,0.79,0.0126737
GJ 3293 e,0.0104938,0.0820805,0.215874,0.42,0.0104938
HD 2952 b,1.62021,1.22755,0.129,2.54,1.62021
Kepler-1063 b,,0.117439,0,1.09,0.0115494
Kepler-169 e,,0.112418,,,0.0165098
MOA-2009-BLG-319L b,,,,0.38,0.157
Kepler-1340 b,,0.0161473,0,1.27,0.0115843
YZ Cet b,0.00234218,0.0155735,0,0.13,0.00234218
HIP 14810 c,1.27518,0.545404,0.153155,0.99,1.27518
Kepler-358 c,,0.373844,,,0.0244074
HD 28678 b,1.8997,1.31659,0.168,2.03,1.8997
WASP-56 b,0.605178,0.056145,0,1.107,0.605385
Kepler-18 c,,0.0752115,0.000338541,0.972,0.0544
Kepler-215 e,,0.326561,,,0.0129124
Kepler-540 b,,0.610956,0,1.02,0.0223911
HATS-6 b,0.319673,0.0362414,0,0.574,0.319
Kepler-230 c,,0.398184,,,0.0151
Kepler-739 b,,0.103068,0,0.93,0.0330424
Kepler-515 b,,0.139053,0,0.9,0.0107116
Kepler-388 b,,0.0422619,,,0.00137963
HAT-P-52 b,0.817956,0.0369523,0,0.887,0.819064
Kepler-107 e,,0.117702,,,0.0360464
Kepler-947 b,,0.169908,0,0.9,0.0172355
Kepler-1560 b,,0.0412688,0,1.02,0.00189081
HD 143105 b,1.21302,0.0379591,0,1.51,1.21302
Kepler-1230 b,,0.0923527,0,1.06,0.0223911
Kepler-923 b,,0.0736811,0,1.11,0.00890695
CoRoT-8 b,0.215994,0.0633825,0,0.88,0.216078
Kepler-723 b,,0.0486188,0,0.92,1
Kepler-844 b,,0.03114,0,0.59,0.0124487
HAT-P-42 b,1.03967,0.0575315,0,1.178,1.04234
Kepler-1283 b,,0.113375,0,1.16,0.014034
Kepler-1430 b,,0.0326929,0,0.77,0.00518721
Kepler-401 b,,0.115746,,,0.0126401
Kepler-760 c,,0.03437,0,0.89,0.0112658
Kepler-1069 b,,0.161835,0,0.99,0.0119381
Kepler-291 c,,0.0624544,,,0.0138423
Kepler-1324 b,,0.0462676,0,0.78,0.0121297
CoRoT-20 b,4.24157,0.0901485,0.562,1.14,4.24
Kepler-292 e,,0.10246,,,0.0218083
HD 96167 b,0.68457,1.34724,0.71,1.31,0.68457
HD 43197 b,0.596868,0.918027,0.83,0.96,0.596868
Kepler-1388 c,,0.0525035,0,0.63,0.017125
Kepler-912 b,,0.0372128,0,1.07,0.0236826
Kepler-514 b,,0.0674219,0,1.28,0.0126737
Kepler-998 b,,0.0645018,0,1.12,0.0176872
Kepler-1129 b,,0.164368,0,1,0.0261661
Kepler-1335 b,,0.0609548,0,0.77,0.010441
HD 37605 c,3.36552,3.81754,0.013,1,3.36552
HATS-7 b,0.119447,0.0401202,0,0.849,0.119525
Qatar-4 b,6.07882,0.028034,0,0.896,6.08461
Kepler-1601 b,,0.0336339,0,1.04,0.00142986
TYC 3667-1280-1 b,5.40146,0.214338,0.036,1.87,5.40146
Kepler-659 b,,0.122745,0,0.79,0.01966
Kepler-1332 b,,0.100137,0,0.95,0.00866602
Kepler-81 b,,0.0554099,,0.64,0.0187628
Kepler-814 b,,0.068804,0,1.15,0.0157709
LHS 1140 b,0.0212289,0.0874937,0,0.146,0.0212289
Kepler-1168 b,,0.272889,0,0.87,0.01966
Kepler-955 b,,0.112106,0,0.89,0.0291691
GJ 273 c,0.00374866,0.0364676,0.169278,0.29,0.00374866
Kepler-1328 b,,0.053514,0,1,0.00266535
HD 183263 b,3.57445,1.49006,0.35672,1.121,3.57445
Kepler-663 b,,0.0543959,0,0.86,0.0208973
Kepler-624 b,,0.120607,0,1.1,0.0175728
Kepler-1526 b,,0.0437251,0,0.73,0.0188877
Kepler-347 c,,0.177529,,,0.0129124
Kepler-699 b,,0.167447,0,0.81,1
Kepler-32 c,,0.0676835,0,0.54,0.0147699
Kepler-23 b,,0.0749015,0,1.11,0.0139795
WASP-23 b,0.871881,0.037022,0,0.78,0.872226
Kepler-594 b,,0.1083,0,0.91,0.0162741
11 Com b,16.1284,1.17872,0.231,2.04,16.1284
HD 145377 b,5.78201,0.450064,0.307,1.12,5.78201
Kepler-1554 b,,0.627489,0,0.84,0.0252452
Kepler-650 b,,0.0420644,0,1.08,0.0261661
Kepler-289 d,,0.328137,0.011,1.08,0.012
Kepler-1429 b,,0.0540966,0,1.05,0.00709482
Kepler-194 c,,0.13095,,,0.0207641
CoRoT-25 b,0.26487,0.0577982,0,1.09,0.27
Kepler-419 c,,1.68144,0.184,1.39,7.3
Kepler-332 b,,0.0758257,,,0.00508144
omicron CrB b,1.47736,0.826048,0.191,2.13,1.47736
Kepler-229 c,,0.124621,,,0.0802152
HD 47366 c,1.86351,1.85343,0.278,1.81,1.86351
Kepler-954 b,,0.12007,0,0.82,0.0176872
Kepler-1408 b,,0.0433594,0,1.21,0.00189081
Kepler-779 b,,0.0557932,0,0.46,0.00215846
OGLE-TR-132 b,1.16945,0.0303507,0,1.305,1.18
beta Gem b,2.75822,1.75739,0.02,2.08,2.75822
Kepler-633 b,,0.0820733,0,1.02,0.0120821
Kepler-277 b,,0.136075,,1.12,
Kepler-1159 b,,0.166307,0,1.19,0.0181548
Kepler-1443 b,,0.0373628,0,1.19,0.00266535
Pr 201 b,0.540155,0.0565986,0,1.234,0.540155
Kepler-541 b,,0.0648523,0,1.41,0.0340314
Kepler-937 c,,0.587421,0,1.15,0.021778
Kepler-625 c,,0.0513318,0,1.04,0.00351465
WASP-52 b,0.45566,0.0271336,0,0.87,0.457165
WASP-107 b,0.116831,0.0553247,0,0.69,0.116833
Kepler-953 c,,0.0839169,0,0.95,0.0053608
Kepler-337 c,,0.0889716,,,0.0151834
Kepler-213 b,,0.0356868,,,0.0120479
Kepler-386 c,,0.168189,,,0.0117926
Kepler-1186 b,,0.12255,0,0.95,0.0167991
Kepler-927 b,,0.0851117,0,0.99,0.0126737
Kepler-660 b,,0.078486,0,0.75,0.020474
Kepler-1385 b,,0.0415895,0,1.15,0.00164848
POTS-1 b,,0.0373351,,0.695,1
47 UMa b,2.54589,2.10149,0.032,1.063,2.54589
HD 240210 b,7.28868,1.33364,0.15,1.25,7.28868
Kepler-1255 b,,0.220101,0,1.08,0.0176872
Kepler-804 c,,0.0890131,0,1.01,0.00468851
Kepler-906 b,,0.239949,0,1.06,0.0156727
Kepler-304 b,,0.0433417,,,0.0245625
Kepler-149 d,,0.576836,,,0.0504114
Kepler-1625 b,,0.84075,0,0.96,0.123396
Kepler-77 b,0.430694,0.0450195,0,0.95,0.430957
Kepler-719 b,,0.0570893,0,0.99,0.4002
HD 109749 b,0.27467,0.0629198,0,1.21,0.27467
HD 89345 b,0.112312,0.105428,0.203,1.12,0.112312
Kepler-1455 b,,0.224301,0,0.62,0.0161718
Kepler-775 b,,0.018714,0,0.92,0.0053608
HD 45364 c,0.658513,0.897549,0.0974,0.82,0.658513
Kepler-55 d,,0.0332158,,,0.011856
Kepler-685 b,,0.0280141,0,1.11,1
Kepler-500 b,,0.0821049,0,1.02,0.0206139
Kepler-327 b,,0.0365246,,,0.00422638
Kepler-1162 b,,0.191967,0,0.89,0.0165864
Kepler-721 b,,0.0563265,0,0.82,0.0214793
WASP-50 b,1.46438,0.0294714,0.009,0.892,1.47244
Kepler-1540 b,,0.443519,0,0.74,0.0195285
HD 11506 c,0.36,0.774655,0.24,1.24,0.36
Kepler-607 b,,0.0136874,0,0.84,0.0018073
Kepler-1317 b,,0.0126273,0,0.83,0.0116544
Kepler-1507 b,,0.119784,0,0.89,0.00157306
Kepler-1384 b,,0.111331,0,0.78,0.0142915
Kepler-217 d,,0,0,0,0.00774372
Kepler-1007 b,,0.0527894,0,0.73,0.0101747
24 Boo b,0.912932,0.189841,0.042,0.99,0.912932
HD 147379 b,0.0778032,0.319334,0.01,0.58,0.0778032
HD 159243 c,1.9,0.804743,0.075,1.125,1.9
Kepler-1477 b,,0.0932443,0,0.81,0.00518721
HD 158996 b,14.0573,2.09115,0.13,1.8,14.0573
Kepler-87 c,,0.67057,0.039,1.1,0.0201366
Kepler-105 c,,0.0724716,,,0.0119837
WASP-98 b,0.828342,0.0356868,0,0.69,0.83
Kepler-1547 b,,0.0159157,0,1.12,0.00197713
Kepler-195 c,,0.205786,,,0.011604
GJ 3470 b,0.0439856,0.0356088,0,0.541,0.0440093
WASP-91 b,1.34089,0.0366898,0,0.84,1.34299
K2-22 b,,0.00867627,,0.6,
Kepler-696 b,,0.0518657,0,1.06,0.136415
Kepler-1133 b,,0.0976404,0,0.93,0.0145548
Kepler-290 c,,0.216407,,,0.0222169
Kepler-801 b,,0.0868408,0,0.67,0.0147338
Kepler-334 d,,0.167766,,,0.00960182
Kepler-1620 b,,0.447475,0,1.15,0.0120099
Kepler-1644 b,,0.143703,0,0.89,0.0138656
Kepler-273 c,,0.0783802,,,0.0146122
Kepler-789 b,,0.0826682,0,1.01,0.0157709
Kepler-625 b,,0.0776648,0,1.04,0.0147338
eta Cet c,3.28703,1.91985,0.025,1.7,3.28703
Kepler-266 b,,0.0689878,,,0.0194307
Kepler-641 b,,0.0883024,0,1.02,0.0136174
HD 96127 b,4.00701,1.42112,0.3,0.91,4.00701
Kepler-223 b,,0.0742116,,,0.0125062
HD 17156 b,3.30035,0.163197,0.6819,1.285,3.30275
Kepler-1038 b,,0.523825,0,0.87,0.038021
Kepler-137 c,,0.138056,,,0.0138423
Kepler-990 b,,0.0918185,0,1.05,0.0208973
Kepler-116 c,,0.108599,,,0.0174811
Kepler-1137 b,,0.185991,0,1.5,0.0164814
WASP-53 b,2.13054,0.0410282,0,0.839,2.13331
Kepler-117 b,,0.138351,,,0.194248
Kepler-1264 b,,0.0190938,0,0.99,0.00518721
Kepler-513 b,,0.185365,0,1.02,0.0164814
HAT-P-44 b,0.339714,0.0507459,0.272,0.942,0.352
Kepler-381 c,,0.110364,,,0.00436179
HD 16760 b,13.2921,1.08727,0.067,0.78,13.2921
HD 30562 b,1.33254,2.34083,0.76,1.277,1.33254
Kepler-354 d,,0.163783,,,0.00621274
Kepler-332 c,,0.124244,,,0.00396389
Kepler-46 b,,0.1969,0.01,0.902,0.314805
Kepler-1215 b,,0.0544938,0,0.95,0.00590412
Kepler-920 b,,0.0657805,0,0.89,0.0187628
WASP-100 b,2.00868,0.0457351,0,1.57,2.03
Kepler-1086 b,,0.122792,0,0.7,0.0190136
Kepler-1465 b,,0.178579,0,0.75,0.0130579
epsilon CrB b,6.04937,1.23696,0.11,1.44,6.04937
omicron UMa b,4.09607,3.94973,0.13,3.09,4.09607
Kepler-367 b,,0.22049,,,0.00730238
TrES-2 b,1.19316,0.0355765,0,0.983,1.20071
Kepler-235 d,,0.144489,,,0.0151834
Kepler-282 c,,0.111718,,,0.00554835
Kepler-614 b,,0.107866,0,0.85,0.0183949
Kepler-1018 b,,0.254302,0,0.91,0.0206139
Kepler-799 b,,0.502439,0,0.95,0.13484
Kepler-857 b,,0.378116,0,0.99,0.130623
Kepler-979 b,,0.0752791,0,0.87,0.0225477
HD 208897 b,1.39736,1.05277,0.07,1.25,1.39736
HD 11755 b,6.55071,1.08513,0.19,0.9,6.55071
HD 102195 b,0.452799,0.0479747,0,0.87,0.452799
Kepler-1320 b,,0.0165366,0,0.8,0.0125983
Kepler-432 b,5.47081,0.301404,0.5134,1.32,5.41
Kepler-855 b,,0.0783093,0,1.03,0.372141
Kepler-1600 b,,0.987284,0,0.86,0.0291691
Kepler-324 c,,0.271972,,,0.0296032
Kepler-1189 b,,0.0492454,0,1.11,0.0130579
HD 75289 b,0.46004,0.047858,0.034,1.187,0.46004
Kepler-394 c,,0.103323,,,0.0123078
Kepler-1370 c,,0.0790483,0,1.19,0.00668223
K2-138 c,,0.0445373,0,0.93,0.0204069
Kepler-385 c,,0.119895,,,0.0275635
HD 185269 b,0.954212,0.0765701,0.295952,1.28,0.954212
WASP-7 b,0.919256,0.0604573,0,1.2,0.919279
WASP-41 b,0.93905,0.0402101,0,0.93,0.939101
BD -10 3166 b,0.429903,0.0437823,0.019,0.92,0.429903
HD 190360 b,1.53512,3.97285,0.313105,0.983,1.53512
HAT-P-13 c,14.2696,1.22574,0.6616,1.22,14.2696
Kepler-304 c,,0.0596111,,,0.0162325
Kepler-303 b,,0.0304113,,,0.00192504
Kepler-1431 b,,0.0642857,0,1.03,0.0109866
Kepler-1163 b,,0.0699509,0,1.22,0.00325512
GJ 317 b,1.26045,0.953099,0.11,0.24,1.26045
Kepler-526 b,,0.0635655,0,1.15,0.0147338
Kepler-591 b,,0.363183,0,0.97,0.0345375
HD 37605 b,2.80174,0.283337,0.6767,1,2.80174
WASP-44 b,0.88769,0.0347371,0,0.951,0.889836
Kepler-260 c,,0.351296,,,0.0128437
Kepler-602 b,,0.123667,0,1.08,0.0154788
Kepler-286 c,,0.0448402,,,0.00871939
Kepler-1023 b,,0.299693,0,0.93,0.0213319
Kepler-1362 b,,0.48095,0,0.8,0.0208973
WASP-121 b,1.18263,0.0254575,0,1.353,1.18367
Kepler-708 b,,0.0417873,0,0.97,0.0256089
CoRoT-12 b,0.916321,0.0401409,0.07,1.078,0.91918
CoRoT-1 b,1.02603,0.0253191,0,0.95,1.02979
HD 125612 c,0.0580667,0.0522124,0.27499,1.1,0.0580667
Kepler-1202 b,,0.185207,0,1.03,0.0257931
Kepler-753 b,,0.0552213,0,0.68,0.014034
Kepler-267 b,,0.0438489,,,0.0146122
Kepler-112 c,,0.182918,,,0.0185304
Kepler-1134 b,,0.12272,0,0.84,0.0214793
GJ 581 b,0.0499019,0.0406125,0.031,0.31,0.0499019
HD 75784 b,5.6,6.45931,0.36,1.41,5.6
HATS-26 b,0.639612,0.047362,0,1.299,0.641021
Kepler-622 b,,0.0992806,0,0.64,0.0158698
HAT-P-65 b,0.523503,0.0395145,0,1.212,0.526197
K2-136 b,,0.0706613,0.1,0.74,0.00301515
Kepler-173 b,,0.0514597,,,0.00711292
HD 102117 b,0.169756,0.152077,0.121,1.083,0.169756
Kepler-446 c,,0.0247723,0,0.22,0.00452953
Kepler-301 c,,0.0603792,,,0.00829825
Kepler-1114 b,,0.113504,0,0.87,0.00819664
Kepler-1154 b,,0.0633282,0,1.26,0.017919
Kepler-1059 b,,0.043027,0,0.75,0.0127496
HD 189733 b,1.14039,0.0309953,0,0.806,1.1436
HD 108863 b,2.76572,1.45325,0,2.08,2.76572
Kepler-582 b,,0.133586,0,0.93,0.0418568
Kepler-629 b,,0.0714831,0,0.93,0.00890695
HD 10442 b,2.1,2.33538,0.11,1.56,2.1
Kepler-404 b,,0.101608,,,0.00674351
Kepler-285 c,,0.0659546,,,0.00436179
Kepler-174 c,,0.243919,,,0.0115291
Kepler-286 b,,0.0289196,,,0.00621274
Kepler-1213 b,,0.0625366,0,1.14,0.0053608
Kepler-867 b,,0.537936,0,0.92,0.0711111
Kepler-206 d,,0.160305,,,0.00538981
Kepler-209 c,,0.235528,,,0.0286557
Kepler-1438 b,,0.0339456,0,0.97,0.00235177
HD 1502 b,2.9072,1.27206,0.101,1.47,2.9072
HD 142022 b,4.46762,2.93163,0.53,0.9,4.46762
GJ 3293 c,0.0668751,0.361757,0.117135,0.42,0.0668751
WASP-153 b,0.392338,0.0480956,0,1.336,0.394428
Kepler-1061 b,,0.0396104,0,1.09,0.014644
Kepler-134 c,,0.0914787,,,0.00656354
Kepler-126 b,,0.0938169,,,0.0123086
Kepler-329 c,,0.137805,,,0.0142208
Kepler-766 b,,0.0674482,0,1.1,0.0345375
Kepler-131 b,0.0497212,0.12557,0,1.02,0.0526382
WASP-72 b,1.40552,0.036575,0,1.327,1.40771
Kepler-887 b,,0.15495,0,1.19,0.0135358
Kepler-819 b,,0.192248,0,0.86,0.0230257
HD 212771 b,2.70016,1.16471,0.111,1.51,2.70016
WASP-47 d,,0.0854327,,1.02,0.0405776
HD 109271 b,0.0546827,0.0785237,0.25,1.047,0.0546827
Kepler-1650 b,,0.0182725,0.01,0.344,0.00269275
Kepler-135 b,,0.0646392,,,0.0133325
HD 134987 b,1.56347,0.807929,0.233,1.054,1.56347
Kepler-441 b,,0.568939,0,0.572,0.0121773
Kepler-149 b,,0.185574,,,0.0581875
Kepler-1228 b,,0.0124913,0,0.78,0.0115145
Kepler-289 c,,0.491526,,,1
Kepler-956 b,,0.0610151,0,1.1,0.0269309
HD 187123 c,1.9422,4.83146,0.252086,1.037,1.9422
HD 101930 b,0.299187,0.302019,0.11,0.74,0.299187
Kepler-46 c,,0.280101,0.0146,0.902,0.376
Kepler-1281 b,,0.0398578,0,0.87,0.0121546
Kepler-1640 b,,0.081813,0,1.27,0.0768885
Kepler-174 d,,0.771174,,,0.0164167
Kepler-253 d,,0.135013,,,0.0299917
Kepler-914 b,,0.054326,0,1.1,0.00890695
HD 131664 b,18.3282,3.17098,0.638,1.1,18.3282
HIP 57050 b,0.297735,0.163506,0.314,0.34,0.297735
CoRoT-24 b,0,0.0562894,0,0.91,0
GJ 687 b,0.0590189,0.165144,0.04,0.413,0.058
WASP-132 b,0.416425,0.0673355,0,0.8,0.416435
WASP-76 b,0.921004,0.0329796,0,1.46,0.921566
Kepler-9 d,,0.0266925,0,1,0.0121773
Kepler-49 b,,0.0598092,,0.55,0.0224607
WASP-73 b,1.87866,0.0551807,0,1.34,1.88059
Kepler-1467 b,,0.24258,0,0.86,0.0325593
Kepler-643 b,,0.126015,0,1,0.498041
WASP-67 b,0.418184,0.0517914,0,0.87,0.41931
BD +49 828 b,1.57419,4.24519,0.35,1.52,1.57419
HD 147018 c,6.59355,1.92274,0.133,0.927,6.59355
Kepler-1055 b,,0.0338227,0,0.98,0.00609283
Kepler-1254 b,,0.0835695,0,0.78,0.0115843
Kepler-1329 b,,0.0777748,0,0.72,0.0162741
Kepler-531 b,,0.173489,0,0.78,0.0233514
